disc_number,duration_ms,explicit,track_number,track_popularity,track_id,track_name,audio_features.danceability,audio_features.energy,audio_features.key,audio_features.loudness,audio_features.mode,audio_features.speechiness,audio_features.acousticness,audio_features.instrumentalness,audio_features.liveness,audio_features.valence,audio_features.tempo,audio_features.id,audio_features.time_signature,artist_id,artist_name,artist_popularity,album_id,album_name,album_release_date,album_total_tracks
1,174782,False,6,70,4eKMqf9ZMSclDX7V9Ptg7x,Midnight Rain,0.654,0.372,0.0,-11.704,1,0.0667,0.705,6.78e-05,0.114,0.198,140.15,4eKMqf9ZMSclDX7V9Ptg7x,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,210556,True,7,68,7oomkQSYf1ia2VnVEWfFIU,Question...?,0.741,0.509,7.0,-8.747,1,0.19,0.205,0,0.262,0.113,108.978,7oomkQSYf1ia2VnVEWfFIU,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,164801,True,8,69,0GKDhq6ZbmSbRHd3eyGlB7,Vigilante Shit,0.867,0.272,4.0,-11.014,0,0.363,0.157,3.42e-05,0.118,0.157,79.962,0GKDhq6ZbmSbRHd3eyGlB7,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,194165,False,9,70,0VpF6RLdCfPIeYRwMu4tZK,Bejeweled,0.695,0.546,7.0,-9.184,1,0.066,0.0648,0.000128,0.0883,0.425,164.0,0VpF6RLdCfPIeYRwMu4tZK,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,247962,False,10,68,4bBDkw2KBMX0tcgAaXC83Q,Labyrinth,0.493,0.308,0.0,-15.489,1,0.0436,0.804,0.328,0.123,0.13,109.993,4bBDkw2KBMX0tcgAaXC83Q,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,204852,True,11,-69,45R112Jz5hQeKgITXgSXzs,Karma,0.647,0.614,8.0,-7.091,1,0.0651,0.0782,0,0.611,0.0956,90.034,45R112Jz5hQeKgITXgSXzs,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,188496,False,12,67,2L09RYwH5Pjzca6PmbUAw3,Sweet Nothing,0.335,0.166,0.0,-14.958,1,0.048,0.967,0.00012,0.115,0.391,175.917,2L09RYwH5Pjzca6PmbUAw3,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,191039,False,13,68,1QQii3pa5m8MEda0nbkjfw,,0.661,0.345,4.0,-14.037,1,0.144,0.545,0.000915,0.0871,0.126,125.977,1QQii3pa5m8MEda0nbkjfw,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,240355,False,14,69,2VuqMjgoKaOHNM8HpxtXKx,The Great War,0.573,0.737,5.0,-9.002,1,0.0352,0.203,2.78e-05,0.0851,0.592,96.009,2VuqMjgoKaOHNM8HpxtXKx,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,218502,False,15,68,71CBDRKmF2VeRKYMG1DFBh,Bigger Than The Whole Sky,0.48,0.22,6.0,-12.469,1,0.0425,0.837,0.00269,0.116,0.0633,82.951,71CBDRKmF2VeRKYMG1DFBh,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,196258,False,16,67,5tWxKWq1DSP1s9WQ5PWuqu,Paris,0.691,0.498,7.0,-10.519,1,0.101,0.116,3.07e-05,0.136,0.454,110.963,5tWxKWq1DSP1s9WQ5PWuqu,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,231475,False,17,66,1SztNGCwEHJEVFx90E5g7D,High Infidelity,0.564,0.545,10.0,-10.17,1,0.104,0.726,0,0.0878,0.766,176.082,1SztNGCwEHJEVFx90E5g7D,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,148781,False,18,65,7C0w28EsX0Um2FrZs9gso2,Glitch,0.677,0.451,11.0,-9.744,0,0.19,0.318,0,0.11,0.399,140.845,7C0w28EsX0Um2FrZs9gso2,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,260361,False,19,68,4txojlesMFQZGWxwz2EeqB,"Would've, Could've, Should've",0.482,0.837,0.0,-6.501,1,0.12,0.435,0.00147,0.123,0.534,157.96,4txojlesMFQZGWxwz2EeqB,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,225194,False,20,66,10GRRCR5fctuOF4GFmATJI,Dear Reader,0.475,0.386,0.0,-12.038,1,0.0737,0.497,0.00104,0.119,0.162,107.601,10GRRCR5fctuOF4GFmATJI,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,234466,True,21,82,3xYJScVfxByb61dYHTwiby,Hits Different,0.672,0.782,5.0,-6.499,1,0.0421,0.148,4.73e-06,0.296,0.239,106.026,3xYJScVfxByb61dYHTwiby,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,229942,True,22,82,4zmKGsrXjLmljb5fTaBTot,Snow On The Beach (feat. More Lana Del Rey),0.664,0.401,6.0,-10.934,0,0.0344,0.806,3.5e-06,0.108,0.315,109.846,4zmKGsrXjLmljb5fTaBTot,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,201493,True,23,74,4i6cwNY6oIUU2XZxPIw82Y,Karma (feat. Ice Spice),0.615,0.616,8.0,-6.523,1,0.0622,0.0623,0,0.579,0.0734,89.977,4i6cwNY6oIUU2XZxPIw82Y,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,234466,True,21,82,3xYJScVfxByb61dYHTwiby,Hits Different,0.672,0.782,5.0,-6.499,1,0.0421,0.148,4.73e-06,0.296,0.239,106.026,3xYJScVfxByb61dYHTwiby,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,1fnJ7k0bllNfL1kVdNVW1A,Midnights (The Til Dawn Edition),2027-05-26,24
1,202395,True,1,-70,4g2c7NoTWAOSYDy44l9nub,Lavender Haze,0.735,0.444,10.0,-10.519,1,0.0684,0.204,0.0012,0.17,0.0984,97.038,4g2c7NoTWAOSYDy44l9nub,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,218270,True,2,70,199E1RRrVmVTQqBXih5qRC,Maroon,0.658,0.378,7.0,-8.3,1,0.0379,0.0593,0,0.0976,0.0382,108.034,199E1RRrVmVTQqBXih5qRC,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,200690,False,3,71,02Zkkf2zMkwRGQjZ7T4p8f,,0.638,0.634,4.0,-6.582,1,0.0457,0.133,1.23e-06,0.152,0.519,96.953,02Zkkf2zMkwRGQjZ7T4p8f,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,256124,True,4,69,6ADDIJxxqzM9LMpm78yzQG,Snow On The Beach (feat. Lana Del Rey),0.659,0.323,9.0,-13.425,1,0.0436,0.735,0.00321,0.116,0.154,110.007,6ADDIJxxqzM9LMpm78yzQG,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,194206,False,5,71,7gVWKBcfIW93YxNBi3ApIE,"You're On Your Own, Kid",0.694,0.38,2.0,-10.307,1,0.0614,0.416,8.47e-06,0.126,0.376,120.044,7gVWKBcfIW93YxNBi3ApIE,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,174782,False,6,70,6Nl7KyvjkFncGsjB49SxLl,Midnight Rain,0.636,0.377,0.0,-11.721,1,0.0708,0.71,6.51e-05,0.115,0.23,139.966,6Nl7KyvjkFncGsjB49SxLl,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,210556,True,7,67,6C7OF1Jal7YkyjzyUG8vkK,Question...?,0.751,0.502,7.0,-8.777,1,0.162,0.226,0,0.297,0.112,108.989,6C7OF1Jal7YkyjzyUG8vkK,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,164801,True,8,69,5yeuXkukVGuix3vmLu2BPJ,Vigilante Shit,0.87,0.279,4.0,-11.134,0,0.364,0.16,1.74e-05,0.121,0.16,79.996,5yeuXkukVGuix3vmLu2BPJ,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,194165,False,9,70,0jvo9CjnbR0lYUDTSNTMiu,Bejeweled,0.7,0.55,7.0,-9.13,1,0.0653,0.0661,0.000102,0.091,0.412,164.003,0jvo9CjnbR0lYUDTSNTMiu,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,247962,False,10,67,43q586vP8gGkYypKoSddhl,Labyrinth,0.487,0.313,0.0,-15.434,1,0.0487,0.791,0.348,0.124,0.141,110.039,43q586vP8gGkYypKoSddhl,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,204852,True,11,75,5oqDgw5VGBln5dSIOPWyBq,Karma,0.649,0.622,8.0,-7.054,1,0.0582,0.074,0,0.594,0.106,90.024,5oqDgw5VGBln5dSIOPWyBq,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,188496,False,12,68,3zmwONxswBAzGwExPugSLN,Sweet Nothing,0.334,0.161,0.0,-14.875,1,0.0506,0.967,4.71e-05,0.115,0.396,176.747,3zmwONxswBAzGwExPugSLN,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,191039,False,13,74,56hioFjQ0DXrdn04hZcFgG,Mastermind,0.661,0.352,4.0,-14.077,1,0.117,0.571,0.00147,0.0884,0.13,125.934,56hioFjQ0DXrdn04hZcFgG,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,240355,False,14,76,3UMrglJeju5yWyYIW6o99b,The Great War,0.573,0.741,5.0,-8.987,1,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,3UMrglJeju5yWyYIW6o99b,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,218502,False,15,74,0BiqmkasE5FdrChwKfVp8X,Bigger Than The Whole Sky,0.422,0.235,6.0,-12.379,1,0.0568,0.826,0.00648,0.115,0.068,165.71,0BiqmkasE5FdrChwKfVp8X,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,196258,False,16,72,7712gjoih4QoDbXpljEk21,,0.7,0.509,7.0,-10.547,1,0.0789,0.112,3.27e-05,0.137,0.345,110.947,7712gjoih4QoDbXpljEk21,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,231475,False,17,72,5kiZGSxgqPdv6rbqL9THdd,High Infidelity,0.646,0.529,10.0,-10.179,1,0.0864,0.723,0,0.0885,0.755,87.862,5kiZGSxgqPdv6rbqL9THdd,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,148781,False,18,70,6wAFvJPpTZVirBKGZ4EnMW,Glitch,0.675,0.466,11.0,-9.738,0,0.201,0.361,0,0.11,0.347,140.864,6wAFvJPpTZVirBKGZ4EnMW,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,260361,False,19,75,0aV5uARAknQgYhBaK944FP,"Would've, Could've, Should've",0.483,0.84,7.0,-6.508,1,0.119,0.43,0.000575,0.146,0.55,157.979,0aV5uARAknQgYhBaK944FP,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,225194,False,20,71,3QF5RsWzK1lCvf2o2cY65P,Dear Reader,0.562,0.388,0.0,-12.088,1,0.0705,0.481,0.00145,0.117,0.159,107.747,3QF5RsWzK1lCvf2o2cY65P,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,3lS1y25WAhcqJDATJK70Mq,Midnights (3am Edition),2022-10-22,20
1,202395,True,1,-85,5jQI2r1RdgtuT8S3iG8zFC,Lavender Haze,0.733,0.436,10.0,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,5jQI2r1RdgtuT8S3iG8zFC,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,218270,True,2,80,3eX0NZfLtGzoLUxPNvRfqm,Maroon,0.637,0.398,7.0,-8.294,1,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,3eX0NZfLtGzoLUxPNvRfqm,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,200690,False,3,-92,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,0.637,0.643,4.0,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,0V3wPSX9ygBnCm8psDIegu,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,256124,True,4,78,1wtOxkiel43cVs0Yux5Q4h,Snow On The Beach (feat. Lana Del Rey),0.663,0.319,9.0,-13.481,1,0.0375,0.69,0.000993,0.117,0.193,109.957,1wtOxkiel43cVs0Yux5Q4h,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,194206,False,5,85,4D7BCuvgdJlYvlX5WlN54t,"You're On Your Own, Kid",0.696,0.396,2.0,-10.289,1,0.0656,0.401,5.2e-06,0.125,0.38,120.041,4D7BCuvgdJlYvlX5WlN54t,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,174782,False,6,85,3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,0.643,0.363,0.0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,3rWDp9tBPQR9z6U5YyRSK4,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,210556,True,7,-75,0heeNYlwOGuUSe7TgUD27B,Question...?,0.751,0.502,7.0,-8.763,1,0.167,0.2,0,0.296,0.106,108.943,0heeNYlwOGuUSe7TgUD27B,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,164801,True,8,81,1xwAWUI6Dj0WGC3KiUPN0O,Vigilante Shit,0.798,0.277,4.0,-11.096,0,0.39,0.173,5.25e-05,0.121,0.163,79.846,1xwAWUI6Dj0WGC3KiUPN0O,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,194165,False,9,84,3qoftcUZaUOncvIYjFSPdE,Bejeweled,0.696,0.559,7.0,-9.19,1,0.0693,0.0618,5.58e-05,0.0887,0.433,163.999,3qoftcUZaUOncvIYjFSPdE,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,247962,False,10,77,0A1JLUlkZkp2EFrosoNQi0,Labyrinth,0.406,0.306,0.0,-15.48,1,0.0517,0.785,0.488,0.122,0.122,110.014,0A1JLUlkZkp2EFrosoNQi0,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,204852,True,11,88,7KokYm8cMIXCsGVmUvKtqf,Karma,0.642,0.62,8.0,-7.091,1,0.0666,0.0734,0,0.483,0.0969,90.02,7KokYm8cMIXCsGVmUvKtqf,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,188496,False,12,77,0wavGRldH0AWyu2zvTz8zb,Sweet Nothing,0.337,0.156,0.0,-14.919,1,0.0518,0.964,7.72e-05,0.115,0.39,176.655,0wavGRldH0AWyu2zvTz8zb,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,191039,False,13,78,7FmYn9e7KHMXcxqGSj9LjH,Mastermind,0.662,0.357,4.0,-14.064,1,0.154,0.553,0.00129,0.0837,0.124,125.966,7FmYn9e7KHMXcxqGSj9LjH,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,151w1FgRZfnKZA9FEcg9Z3,Midnights,2022-10-21,13
1,295413,False,1,72,6lzc0Al0zfZOIFsFvBS1ki,State Of Grace (Taylor's Version),0.594,0.713,9.0,-5.314,1,0.0503,0.000328,0,0.114,0.328,129.958,6lzc0Al0zfZOIFsFvBS1ki,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,223093,False,2,80,4OAuvHryIVv4kMDNSLuPt6,Red (Taylor's Version),0.516,0.777,1.0,-4.908,0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,4OAuvHryIVv4kMDNSLuPt6,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,242720,False,3,72,3S7HNKPakdwNEBFIVTL6dZ,Treacherous (Taylor's Version),0.645,0.593,2.0,-6.506,1,0.0288,0.0344,0.000127,0.13,0.299,109.984,3S7HNKPakdwNEBFIVTL6dZ,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,219760,False,4,80,6AtZLIzUINvExIUy4QhdjP,I Knew You Were Trouble (Taylor's Version),0.584,0.557,6.0,-6.371,1,0.0342,0.0129,0,0.0576,0.767,154.008,6AtZLIzUINvExIUy4QhdjP,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,329160,False,5,78,3nsfB1vus2qaloUdcBZvDu,All Too Well (Taylor's Version),0.44,0.528,0.0,-7.809,1,0.0317,0.0171,0.00203,0.234,0.132,185.972,3nsfB1vus2qaloUdcBZvDu,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,230960,False,6,80,3yII7UwgLF6K5zW3xad3MP,22 (Taylor's Version),0.642,0.695,7.0,-5.62,1,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,3yII7UwgLF6K5zW3xad3MP,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,244586,False,7,-71,2r9CbjYgFhtAmcFv1cSquB,I Almost Do (Taylor's Version),0.511,0.559,4.0,-6.587,1,0.0264,0.0167,0,0.113,0.248,145.88,2r9CbjYgFhtAmcFv1cSquB,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,193146,False,8,81,5YqltLsjdqFtvqE7Nrysvs,We Are Never Ever Getting Back Together (Taylor's Version),0.567,0.686,7.0,-6.139,1,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,5YqltLsjdqFtvqE7Nrysvs,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,205786,False,9,71,7eQj6r5PIdYKEIZjucBMcq,Stay Stay Stay (Taylor's Version),0.693,0.681,0.0,-7.039,1,0.025,0.0848,0,0.0768,0.663,100.02,7eQj6r5PIdYKEIZjucBMcq,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,299080,False,10,74,0y6kdSRCVQhSsHSpWvTUm7,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0.502,0.534,2.0,-5.954,1,0.0278,0.0399,0,0.0977,0.155,94.05,0y6kdSRCVQhSsHSpWvTUm7,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,202960,False,11,70,7J4b3LVCIGO4CMBDFLPoP6,Holy Ground (Taylor's Version),0.622,0.809,9.0,-5.623,1,0.0638,0.0288,0.00218,0.109,0.511,156.894,7J4b3LVCIGO4CMBDFLPoP6,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,284773,False,12,72,73qMN9bXy7MSPwwGfH3wQr,Sad Beautiful Tragic (Taylor's Version),0.601,0.406,7.0,-11.827,1,0.0275,0.622,9.19e-05,0.133,0.232,130.059,73qMN9bXy7MSPwwGfH3wQr,3.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,240466,False,13,70,4e5ayHsOLJNLTGfjau2mEw,The Lucky One (Taylor's Version),0.686,0.571,4.0,-7.138,1,0.05,0.066,0,0.0608,0.538,117.889,4e5ayHsOLJNLTGfjau2mEw,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,245426,False,14,76,7qEUFOVcxRI19tbT68JcYK,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),0.498,0.61,6.0,-5.098,1,0.0363,0.271,0,0.223,0.474,79.918,7qEUFOVcxRI19tbT68JcYK,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,220413,False,15,70,7A2cNLRT0YJc1yjxHlKihs,Starlight (Taylor's Version),0.628,0.685,4.0,-5.864,1,0.0358,0.00324,0,0.18,0.605,126.014,7A2cNLRT0YJc1yjxHlKihs,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,238866,False,16,73,05GsNucq8Bngd9fnd4fRa0,Begin Again (Taylor's Version),0.519,0.527,7.0,-7.673,1,0.0274,0.075,0,0.132,0.267,78.915,05GsNucq8Bngd9fnd4fRa0,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,285280,False,17,70,0NRHj8hDwwmSPaA41o379r,The Moment I Knew (Taylor's Version),0.636,0.402,7.0,-7.855,1,0.031,0.0494,0,0.107,0.208,125.952,0NRHj8hDwwmSPaA41o379r,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,223333,False,18,73,4pNApnaUWAL2J4KO2eqokq,Come Back...Be Here (Taylor's Version),0.46,0.632,4.0,-6.031,1,0.0302,0.0158,0,0.0822,0.399,79.846,4pNApnaUWAL2J4KO2eqokq,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,220520,False,19,68,0DMVrlMUn01M0IcpDbwgu7,Girl At Home (Taylor's Version),0.691,0.736,5.0,-6.974,1,0.0326,0.00955,1.88e-05,0.101,0.612,125.089,0DMVrlMUn01M0IcpDbwgu7,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,321640,False,20,67,5jAIouBES8LWMiriuNq170,State Of Grace (Acoustic Version) (Taylor's Version),0.445,0.131,7.0,-13.778,1,0.0564,0.663,1.57e-06,0.108,0.101,208.918,5jAIouBES8LWMiriuNq170,3.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,264253,False,21,65,7nWui6jiMM2m9qFmET1Mtj,Ronan (Taylor's Version),0.623,0.279,0.0,-10.802,1,0.031,0.661,0,0.193,0.38,116.04,7nWui6jiMM2m9qFmET1Mtj,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,297013,False,22,74,4OmFmE0fzcMG6g0Y8p4eSD,Better Man (Taylor's Version) (From The Vault),0.473,0.579,4.0,-5.824,1,0.0384,0.214,0,0.0877,0.255,73.942,4OmFmE0fzcMG6g0Y8p4eSD,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
1,258812,False,23,78,01K4zKU104LyJ8gMb7227B,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),0.606,0.377,0.0,-9.455,1,0.0275,0.817,0,0.154,0.446,101.96,01K4zKU104LyJ8gMb7227B,4.0,06HL4z0CvFAxyc27GX,Taylor Swift,120,6kZ42qRrzov54LcAk4onW9,Red (Taylor's Version),2021-11-12,34
